,ANO_SEMESTRE,DISCIPLINA,DESCRICAO,TAXA_DE_APROVACAO,Frequência da matéria,TAXA_REPROVACAO_POR_NOTA,TAXA_REPROVACAO_POR_FALTA,TAXA_DE_TRANCAMENTO,Tipo_de_materia,Escola
412,2002.2.0,FIS215,MECANICA DO CONTINUO,1.0,41,0.0,0.0,0.0,OBRIGATORIA,ICEB
413,2003.1.0,FIS215,MECANICA DO CONTINUO,0.98,41,0.02,0.0,0.0,OBRIGATORIA,ICEB
414,2003.2.0,FIS215,MECANICA DO CONTINUO,0.96,41,0.0,0.04,0.0,OBRIGATORIA,ICEB
415,2004.1.0,FIS215,MECANICA DO CONTINUO,0.82,41,0.16,0.02,0.0,OBRIGATORIA,ICEB
416,2004.2.0,FIS215,MECANICA DO CONTINUO,0.81,41,0.0,0.06,0.12,OBRIGATORIA,ICEB
417,2005.1.0,FIS215,MECANICA DO CONTINUO,0.92,41,0.07,0.0,0.02,OBRIGATORIA,ICEB
418,2005.2.0,FIS215,MECANICA DO CONTINUO,0.97,41,0.03,0.0,0.0,OBRIGATORIA,ICEB
419,2006.1.0,FIS215,MECANICA DO CONTINUO,0.92,41,0.04,0.02,0.02,OBRIGATORIA,ICEB
420,2006.2.0,FIS215,MECANICA DO CONTINUO,0.94,41,0.0,0.0,0.06,OBRIGATORIA,ICEB
421,2007.1.0,FIS215,MECANICA DO CONTINUO,0.92,41,0.07,0.0,0.02,OBRIGATORIA,ICEB
422,2007.2.0,FIS215,MECANICA DO CONTINUO,0.9,41,0.0,0.0,0.1,OBRIGATORIA,ICEB
423,2008.1.0,FIS215,MECANICA DO CONTINUO,0.92,41,0.0,0.03,0.06,OBRIGATORIA,ICEB
424,2008.2.0,FIS215,MECANICA DO CONTINUO,0.82,41,0.18,0.0,0.0,OBRIGATORIA,ICEB
425,2009.1.0,FIS215,MECANICA DO CONTINUO,0.54,41,0.17,0.23,0.06,OBRIGATORIA,ICEB
426,2009.2.0,FIS215,MECANICA DO CONTINUO,0.7,41,0.23,0.07,0.0,OBRIGATORIA,ICEB
427,2010.1.0,FIS215,MECANICA DO CONTINUO,0.975,41,0.01,0.0,0.01,OBRIGATORIA,ICEB
428,2010.2.0,FIS215,MECANICA DO CONTINUO,0.605,41,0.15,0.16499999999999998,0.08,OBRIGATORIA,ICEB
429,2011.1.0,FIS215,MECANICA DO CONTINUO,0.815,41,0.14,0.035,0.01,OBRIGATORIA,ICEB
430,2011.2.0,FIS215,MECANICA DO CONTINUO,0.5700000000000001,41,0.33999999999999997,0.045,0.045,OBRIGATORIA,ICEB
431,2012.1.0,FIS215,MECANICA DO CONTINUO,0.99,41,0.0,0.0,0.01,OBRIGATORIA,ICEB
432,2012.2.0,FIS215,MECANICA DO CONTINUO,0.66,41,0.135,0.09,0.115,OBRIGATORIA,ICEB
433,2013.1.0,FIS215,MECANICA DO CONTINUO,0.325,41,0.55,0.0,0.125,OBRIGATORIA,ICEB
434,2013.2.0,FIS215,MECANICA DO CONTINUO,0.575,41,0.265,0.05,0.11,OBRIGATORIA,ICEB
435,2014.1.0,FIS215,MECANICA DO CONTINUO,0.84,41,0.04,0.02,0.09,OBRIGATORIA,ICEB
436,2014.2.0,FIS215,MECANICA DO CONTINUO,0.785,41,0.085,0.08499999999999999,0.045,OBRIGATORIA,ICEB
437,2015.1.0,FIS215,MECANICA DO CONTINUO,0.96,41,0.0,0.04,0.0,OBRIGATORIA,ICEB
438,2015.2.0,FIS215,MECANICA DO CONTINUO,0.78,41,0.165,0.0,0.055,OBRIGATORIA,ICEB
439,2016.1.0,FIS215,MECANICA DO CONTINUO,0.96,41,0.0,0.02,0.02,OBRIGATORIA,ICEB
440,2016.2.0,FIS215,MECANICA DO CONTINUO,0.845,41,0.06,0.02,0.06999999999999999,OBRIGATORIA,ICEB
441,2017.1.0,FIS215,MECANICA DO CONTINUO,0.68,41,0.23,0.05,0.05,OBRIGATORIA,ICEB
442,2017.2.0,FIS215,MECANICA DO CONTINUO,0.7250000000000001,41,0.19,0.06,0.02,OBRIGATORIA,ICEB
443,2018.1.0,FIS215,MECANICA DO CONTINUO,0.98,41,0.0,0.0,0.02,OBRIGATORIA,ICEB
444,2018.2.0,FIS215,MECANICA DO CONTINUO,0.845,41,0.07,0.0,0.085,OBRIGATORIA,ICEB
445,2019.1.0,FIS215,MECANICA DO CONTINUO,0.94,41,0.0,0.03,0.03,OBRIGATORIA,ICEB
446,2019.2.0,FIS215,MECANICA DO CONTINUO,0.72,41,0.095,0.08,0.11,OBRIGATORIA,ICEB
447,1999.2.0,PRO231,ENGENHARIA DO TRABALHO,0.81,33,0.14,0.0,0.05,CANCELADA,
448,2000.2.0,PRO231,ENGENHARIA DO TRABALHO,0.85,33,0.15,0.0,0.0,CANCELADA,
449,2001.1.0,PRO231,ENGENHARIA DO TRABALHO,0.85,33,0.15,0.0,0.0,CANCELADA,
450,2001.2.0,PRO231,ENGENHARIA DO TRABALHO,0.91,33,0.02,0.04,0.02,CANCELADA,
451,2002.2.0,PRO231,ENGENHARIA DO TRABALHO,0.87,33,0.11,0.0,0.02,CANCELADA,
452,2003.2.0,PRO231,ENGENHARIA DO TRABALHO,0.72,33,0.2,0.05,0.02,CANCELADA,
453,2004.2.0,PRO231,ENGENHARIA DO TRABALHO,0.74,33,0.19,0.0,0.07,CANCELADA,
454,2006.1.0,PRO231,ENGENHARIA DO TRABALHO,1.0,33,0.0,0.0,0.0,CANCELADA,
455,2007.1.0,PRO231,ENGENHARIA DO TRABALHO,0.97,33,0.0,0.03,0.0,CANCELADA,
456,2008.1.0,PRO231,ENGENHARIA DO TRABALHO,0.93,33,0.0,0.07,0.0,CANCELADA,
457,2008.2.0,PRO232,ENGENHARIA DO TRABALHO,0.89,33,0.0,0.08,0.03,CANCELADA,
458,2009.1.0,PRO232,ENGENHARIA DO TRABALHO,0.885,33,0.01,0.09,0.01,CANCELADA,
459,2009.2.0,PRO232,ENGENHARIA DO TRABALHO,0.84,33,0.08,0.08,0.0,CANCELADA,
460,2010.1.0,PRO232,ENGENHARIA DO TRABALHO,0.87,33,0.0,0.09,0.04,CANCELADA,
461,2010.2.0,PRO232,ENGENHARIA DO TRABALHO,0.83,33,0.05,0.07,0.05,CANCELADA,
462,2011.1.0,PRO232,ENGENHARIA DO TRABALHO,0.87,33,0.07,0.02,0.04,CANCELADA,
463,2011.2.0,PRO232,ENGENHARIA DO TRABALHO,0.95,33,0.0,0.05,0.0,CANCELADA,
464,2012.1.0,PRO717,ENGENHARIA DO TRABALHO,0.85,33,0.0,0.15,0.0,OBRIGATORIA,EM
465,2012.2.0,PRO717,ENGENHARIA DO TRABALHO,0.72,33,0.25,0.0,0.02,OBRIGATORIA,EM
466,2013.1.0,PRO717,ENGENHARIA DO TRABALHO,0.78,33,0.05,0.17,0.0,OBRIGATORIA,EM
467,2013.2.0,PRO717,ENGENHARIA DO TRABALHO,0.93,33,0.07,0.0,0.0,OBRIGATORIA,EM
468,2014.1.0,PRO717,ENGENHARIA DO TRABALHO,0.77,33,0.23,0.0,0.0,OBRIGATORIA,EM
469,2014.2.0,PRO717,ENGENHARIA DO TRABALHO,0.91,33,0.05,0.02,0.02,OBRIGATORIA,EM
470,2015.1.0,PRO717,ENGENHARIA DO TRABALHO,0.95,33,0.05,0.0,0.0,OBRIGATORIA,EM
471,2015.2.0,PRO717,ENGENHARIA DO TRABALHO,0.84,33,0.12,0.0,0.03,OBRIGATORIA,EM
472,2016.1.0,PRO717,ENGENHARIA DO TRABALHO,0.85,33,0.0,0.12,0.02,OBRIGATORIA,EM
473,2016.2.0,PRO717,ENGENHARIA DO TRABALHO,0.91,33,0.0,0.09,0.0,OBRIGATORIA,EM
474,2017.1.0,PRO717,ENGENHARIA DO TRABALHO,0.82,33,0.15,0.0,0.03,OBRIGATORIA,EM
475,2017.2.0,PRO717,ENGENHARIA DO TRABALHO,0.89,33,0.11,0.0,0.0,OBRIGATORIA,EM
476,2018.1.0,PRO717,ENGENHARIA DO TRABALHO,0.95,33,0.05,0.0,0.0,OBRIGATORIA,EM
477,2018.2.0,PRO717,ENGENHARIA DO TRABALHO,0.9,33,0.0,0.1,0.0,OBRIGATORIA,EM
478,2019.1.0,PRO717,ENGENHARIA DO TRABALHO,0.92,33,0.0,0.06,0.03,OBRIGATORIA,EM
479,2019.2.0,PRO717,ENGENHARIA DO TRABALHO,0.78,33,0.05,0.14,0.03,OBRIGATORIA,EM
480,2000.1.0,COM107,PROGRAMACAO DE COMPUTADORES I,0.605,40,0.235,0.16,0.0,CANCELADA,
481,2000.2.0,COM107,PROGRAMACAO DE COMPUTADORES I,0.72,40,0.23,0.055,0.0,CANCELADA,
482,2001.1.0,COM107,PROGRAMACAO DE COMPUTADORES I,0.905,40,0.02,0.07500000000000001,0.0,CANCELADA,
483,2001.2.0,COM107,PROGRAMACAO DE COMPUTADORES I,0.87,40,0.0,0.1,0.03,CANCELADA,
484,2002.1.0,COM107,PROGRAMACAO DE COMPUTADORES I,0.8200000000000001,40,0.02,0.16,0.0,CANCELADA,
485,2002.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.6533333333333334,40,0.20999999999999996,0.13333333333333333,0.0,CANCELADA,
486,2003.1.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.8999999999999999,40,0.0,0.1,0.0,CANCELADA,
487,2003.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.94,40,0.0,0.06,0.0,CANCELADA,
488,2004.1.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.8200000000000001,40,0.1,0.04,0.03,CANCELADA,
489,2004.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.76,40,0.0,0.21000000000000002,0.03,CANCELADA,
490,2005.1.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.44500000000000006,40,0.22999999999999998,0.3,0.025,CANCELADA,
491,2005.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.96,40,0.04,0.0,0.0,CANCELADA,
492,2006.1.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.78,40,0.135,0.085,0.0,CANCELADA,
493,2006.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.78,40,0.14500000000000002,0.07,0.0,CANCELADA,
494,2007.1.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.655,40,0.345,0.0,0.0,CANCELADA,
495,2007.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.7949999999999999,40,0.07,0.14,0.0,CANCELADA,
496,2008.1.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.9199999999999999,40,0.0,0.08,0.0,CANCELADA,
497,2008.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.6187499999999999,40,0.34,0.00625,0.0325,CANCELADA,
498,2009.1.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.6642857142857143,40,0.18214285714285713,0.09214285714285715,0.06285714285714285,CANCELADA,
499,2009.2.0,CIC107,PROGRAMACAO DE COMPUTADORES I,0.561764705882353,40,0.2605882352941176,0.13705882352941176,0.04000000000000001,CANCELADA,
500,2010.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.728,40,0.16800000000000004,0.07866666666666666,0.025333333333333333,CANCELADA,
501,2010.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.6945833333333334,40,0.11375,0.1466666666666667,0.04666666666666667,CANCELADA,
502,2011.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.682,40,0.13,0.15100000000000002,0.038,CANCELADA,
503,2011.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.567,40,0.24000000000000005,0.16699999999999998,0.026500000000000003,CANCELADA,
504,2012.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.611,40,0.24099999999999996,0.07050000000000002,0.0785,CANCELADA,
505,2012.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5424999999999999,40,0.21350000000000002,0.20349999999999996,0.043000000000000003,CANCELADA,
506,2013.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.6214285714285714,40,0.1733333333333333,0.12571428571428572,0.08047619047619048,CANCELADA,
507,2013.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.6094736842105262,40,0.18157894736842103,0.14842105263157893,0.05947368421052633,CANCELADA,
508,2014.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5966666666666667,40,0.1952380952380952,0.12904761904761908,0.08142857142857143,CANCELADA,
509,2014.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5715789473684211,40,0.2805263157894736,0.09578947368421055,0.053157894736842105,CANCELADA,
510,2015.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.6605000000000001,40,0.16949999999999998,0.12149999999999998,0.048,CANCELADA,
511,2015.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5733333333333333,40,0.21000000000000008,0.15833333333333333,0.05777777777777778,CANCELADA,
512,2016.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5442857142857143,40,0.24904761904761907,0.14571428571428577,0.06095238095238095,CANCELADA,
513,2016.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.4922222222222223,40,0.2488888888888889,0.20000000000000004,0.05722222222222222,CANCELADA,
514,2017.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.572,40,0.18399999999999997,0.12550000000000003,0.11850000000000001,CANCELADA,
515,2017.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.558888888888889,40,0.25777777777777783,0.14222222222222225,0.041666666666666664,CANCELADA,
516,2018.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.4945454545454545,40,0.2772727272727273,0.15863636363636363,0.06954545454545456,CANCELADA,
517,2018.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.42899999999999994,40,0.31649999999999995,0.18949999999999995,0.0665,CANCELADA,
518,2019.1.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.45772727272727276,40,0.2886363636363635,0.1690909090909091,0.08545454545454546,CANCELADA,
519,2019.2.0,BCC701,PROGRAMACAO DE COMPUTADORES I,0.45999999999999996,40,0.31700000000000006,0.17050000000000004,0.052000000000000005,CANCELADA,
520,2000.1.0,COM301,MATEMATICA DISCRETA II,0.72,17,0.06,0.12,0.1,CANCELADA,
521,2000.2.0,COM301,MATEMATICA DISCRETA II,0.71,17,0.12,0.11,0.05,CANCELADA,
522,2001.1.0,COM301,MATEMATICA DISCRETA II,0.76,17,0.2,0.0,0.04,CANCELADA,
523,2001.2.0,COM301,MATEMATICA DISCRETA II,0.82,17,0.12,0.02,0.04,CANCELADA,
524,2002.2.0,COM301,MATEMATICA DISCRETA II,0.66,17,0.08,0.24,0.02,CANCELADA,
525,2003.1.0,CIC111,MATEMATICA DISCRETA II,0.81,17,0.03,0.11,0.06,CANCELADA,
526,2003.2.0,CIC111,MATEMATICA DISCRETA II,0.57,17,0.33,0.08,0.02,CANCELADA,
527,2004.1.0,CIC111,MATEMATICA DISCRETA II,0.85,17,0.05,0.03,0.08,CANCELADA,
528,2004.2.0,CIC111,MATEMATICA DISCRETA II,0.85,17,0.06,0.07,0.02,CANCELADA,
529,2005.1.0,CIC111,MATEMATICA DISCRETA II,0.57,17,0.34,0.06,0.03,CANCELADA,
530,2005.2.0,CIC111,MATEMATICA DISCRETA II,0.55,17,0.18,0.12,0.16,CANCELADA,
531,2006.1.0,CIC111,MATEMATICA DISCRETA II,0.65,17,0.1,0.18,0.08,CANCELADA,
532,2006.2.0,CIC111,MATEMATICA DISCRETA II,0.73,17,0.16,0.1,0.02,CANCELADA,
533,2007.1.0,CIC111,MATEMATICA DISCRETA II,0.5,17,0.14,0.24,0.12,CANCELADA,
534,2007.2.0,CIC111,MATEMATICA DISCRETA II,0.45,17,0.32,0.18,0.05,CANCELADA,
535,2008.1.0,CIC111,MATEMATICA DISCRETA II,0.28,17,0.23,0.21,0.28,CANCELADA,
536,2008.2.0,CIC111,MATEMATICA DISCRETA II,0.34,17,0.15,0.0,0.51,CANCELADA,
537,2000.1.0,MTM144,METODOS MATEMATICOS DA ENGENHARIA II,1.0,28,0.0,0.0,0.0,CANCELADA,
538,2000.2.0,MTM144,METODOS MATEMATICOS DA ENGENHARIA II,0.77,28,0.23,0.0,0.0,CANCELADA,
539,2001.1.0,MTM144,METODOS MATEMATICOS DA ENGENHARIA II,0.91,28,0.03,0.0,0.06,CANCELADA,
540,2002.1.0,MTM144,METODOS MATEMATICOS DA ENGENHARIA II,0.84,28,0.09,0.05,0.02,CANCELADA,
541,2003.1.0,MTM144,METODOS MATEMATICOS DA ENGENHARIA II,0.76,28,0.04,0.14,0.06,CANCELADA,
542,2004.1.0,MTM144,METODOS MATEMATICOS DA ENGENHARIA II,0.85,28,0.12,0.02,0.0,CANCELADA,
543,2009.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.83,28,0.0,0.11,0.06,OBRIGATORIA,EM
544,2009.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.67,28,0.15,0.15,0.02,OBRIGATORIA,EM
545,2010.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.6,28,0.26,0.14,0.0,OBRIGATORIA,EM
546,2010.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.88,28,0.07,0.0,0.05,OBRIGATORIA,EM
547,2011.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.95,28,0.0,0.0,0.05,OBRIGATORIA,EM
548,2011.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.69,28,0.24,0.0,0.07,OBRIGATORIA,EM
549,2012.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.81,28,0.09,0.0,0.09,OBRIGATORIA,EM
550,2012.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.76,28,0.17,0.0,0.07,OBRIGATORIA,EM
551,2013.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.78,28,0.09,0.0,0.13,OBRIGATORIA,EM
552,2013.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.94,28,0.06,0.0,0.0,OBRIGATORIA,EM
553,2014.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.54,28,0.29,0.0,0.18,OBRIGATORIA,EM
554,2014.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.76,28,0.17,0.0,0.07,OBRIGATORIA,EM
555,2015.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.84,28,0.02,0.05,0.09,OBRIGATORIA,EM
556,2015.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.59,28,0.17,0.14,0.1,OBRIGATORIA,EM
557,2016.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.79,28,0.19,0.0,0.02,OBRIGATORIA,EM
558,2016.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.76,28,0.21,0.0,0.03,OBRIGATORIA,EM
559,2017.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.65,28,0.08,0.12,0.15,OBRIGATORIA,EM
560,2017.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.89,28,0.06,0.06,0.0,OBRIGATORIA,EM
561,2018.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.68,28,0.27,0.0,0.05,OBRIGATORIA,EM
562,2018.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.68,28,0.19,0.03,0.1,OBRIGATORIA,EM
563,2019.1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.52,28,0.39,0.0,0.1,OBRIGATORIA,EM
564,2019.2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.77,28,0.1,0.06,0.06,OBRIGATORIA,EM
565,2000.1.0,MTM154,ESTATISTICA APLICADA I,0.83,11,0.1,0.07,0.0,CANCELADA,
566,2001.1.0,MTM154,ESTATISTICA APLICADA I,0.65,11,0.22,0.12,0.0,CANCELADA,
567,2002.1.0,MTM154,ESTATISTICA APLICADA I,0.53,11,0.33,0.08,0.05,CANCELADA,
568,2003.1.0,MTM154,ESTATISTICA APLICADA I,0.68,11,0.14,0.17,0.02,CANCELADA,
569,2003.2.0,MTM154,ESTATISTICA APLICADA I,0.41,11,0.5,0.09,0.0,CANCELADA,
570,2004.1.0,MTM154,ESTATISTICA APLICADA I,0.44,11,0.12,0.33,0.1,CANCELADA,
571,2005.1.0,MTM154,ESTATISTICA APLICADA I,0.45,11,0.09,0.11,0.36,CANCELADA,
572,2005.2.0,MTM154,ESTATISTICA APLICADA I,0.77,11,0.07,0.11,0.05,CANCELADA,
573,2006.1.0,MTM154,ESTATISTICA APLICADA I,0.89,11,0.05,0.03,0.03,CANCELADA,
574,2007.1.0,MTM154,ESTATISTICA APLICADA I,0.83,11,0.13,0.0,0.04,CANCELADA,
575,2008.1.0,MTM154,ESTATISTICA APLICADA I,0.52,11,0.32,0.1,0.06,CANCELADA,
576,2000.1.0,PRO219,PROJETO DO PRODUTO,0.87,15,0.13,0.0,0.0,CANCELADA,
577,2001.1.0,PRO219,PROJETO DO PRODUTO,0.97,15,0.03,0.0,0.0,CANCELADA,
578,2003.1.0,PRO219,PROJETO DO PRODUTO,1.0,15,0.0,0.0,0.0,CANCELADA,
579,2004.1.0,PRO219,PROJETO DO PRODUTO,1.0,15,0.0,0.0,0.0,CANCELADA,
580,2005.2.0,PRO219,PROJETO DO PRODUTO,0.95,15,0.0,0.0,0.05,CANCELADA,
581,2006.2.0,PRO219,PROJETO DO PRODUTO,0.93,15,0.0,0.0,0.07,CANCELADA,
582,2007.2.0,PRO219,PROJETO DO PRODUTO,0.94,15,0.0,0.02,0.04,CANCELADA,
583,2008.2.0,PRO219,PROJETO DO PRODUTO,0.88,15,0.0,0.04,0.08,CANCELADA,
584,2009.3.0,PRO219,PROJETO DO PRODUTO,1.0,15,0.0,0.0,0.0,CANCELADA,
585,2010.1.0,PRO219,PROJETO DO PRODUTO,0.87,15,0.07,0.0,0.07,CANCELADA,
586,2010.2.0,PRO219,PROJETO DO PRODUTO,0.67,15,0.0,0.33,0.0,CANCELADA,
587,2011.1.0,PRO219,PROJETO DO PRODUTO,0.97,15,0.0,0.03,0.0,CANCELADA,
588,2012.1.0,PRO219,PROJETO DO PRODUTO,0.73,15,0.0,0.09,0.18,CANCELADA,
589,2012.2.0,PRO219,PROJETO DO PRODUTO,0.98,15,0.0,0.0,0.02,CANCELADA,
590,2013.1.0,PRO219,PROJETO DO PRODUTO,0.97,15,0.03,0.0,0.0,CANCELADA,
591,2000.1.0,PRO229,PRINCIPIOS DE ECONOMIA,1.0,10,0.0,0.0,0.0,CANCELADA,
592,2001.1.0,PRO229,PRINCIPIOS DE ECONOMIA,1.0,10,0.0,0.0,0.0,CANCELADA,
593,2002.1.0,PRO229,PRINCIPIOS DE ECONOMIA,0.9,10,0.05,0.02,0.02,CANCELADA,
594,2003.1.0,PRO229,PRINCIPIOS DE ECONOMIA,0.94,10,0.04,0.02,0.0,CANCELADA,
595,2004.1.0,PRO229,PRINCIPIOS DE ECONOMIA,0.64,10,0.3,0.06,0.0,CANCELADA,
596,2004.2.0,PRO229,PRINCIPIOS DE ECONOMIA,0.67,10,0.33,0.0,0.0,CANCELADA,
597,2005.1.0,PRO229,PRINCIPIOS DE ECONOMIA,0.93,10,0.05,0.02,0.0,CANCELADA,
598,2005.2.0,PRO229,PRINCIPIOS DE ECONOMIA,0.87,10,0.0,0.04,0.09,CANCELADA,
599,2006.2.0,PRO229,PRINCIPIOS DE ECONOMIA,0.93,10,0.0,0.07,0.0,CANCELADA,
600,2007.2.0,PRO229,PRINCIPIOS DE ECONOMIA,0.84,10,0.0,0.08,0.08,CANCELADA,
601,2000.1.0,QUI200,QUIMICA GERAL,0.5864285714285714,18,0.22571428571428573,0.17500000000000002,0.012142857142857144,CANCELADA,
602,2000.2.0,QUI200,QUIMICA GERAL,0.6200000000000001,18,0.16937500000000003,0.20437499999999997,0.00875,CANCELADA,
603,2001.1.0,QUI200,QUIMICA GERAL,0.5593333333333332,18,0.1913333333333334,0.25000000000000006,0.0,CANCELADA,
604,2001.2.0,QUI200,QUIMICA GERAL,0.70875,18,0.14687500000000003,0.14125000000000001,0.004375,CANCELADA,
605,2002.1.0,QUI200,QUIMICA GERAL,0.6033333333333334,18,0.16933333333333334,0.2153333333333333,0.012,CANCELADA,
606,2002.2.0,QUI200,QUIMICA GERAL,0.6194444444444444,18,0.10222222222222221,0.27055555555555555,0.007222222222222223,CANCELADA,
607,2003.1.0,QUI200,QUIMICA GERAL,0.66625,18,0.09625,0.22875,0.00875,CANCELADA,
608,2003.2.0,QUI200,QUIMICA GERAL,0.7006249999999999,18,0.1075,0.17124999999999999,0.02,CANCELADA,
609,2004.1.0,QUI200,QUIMICA GERAL,0.7207142857142858,18,0.11214285714285714,0.1578571428571429,0.009285714285714286,CANCELADA,
610,2004.2.0,QUI200,QUIMICA GERAL,0.73,18,0.15250000000000002,0.09062500000000001,0.027500000000000004,CANCELADA,
611,2005.1.0,QUI200,QUIMICA GERAL,0.7806249999999998,18,0.040625,0.13312500000000002,0.045000000000000005,CANCELADA,
612,2005.2.0,QUI200,QUIMICA GERAL,0.7673333333333333,18,0.10866666666666666,0.09266666666666667,0.03133333333333334,CANCELADA,
613,2006.1.0,QUI200,QUIMICA GERAL,0.6407142857142858,18,0.1521428571428571,0.1692857142857143,0.034999999999999996,CANCELADA,
614,2006.2.0,QUI200,QUIMICA GERAL,0.7166666666666667,18,0.18333333333333332,0.08533333333333334,0.014666666666666668,CANCELADA,
615,2007.1.0,QUI200,QUIMICA GERAL,0.6593333333333332,18,0.202,0.12466666666666668,0.013333333333333334,CANCELADA,
616,2007.2.0,QUI200,QUIMICA GERAL,0.6733333333333335,18,0.19666666666666666,0.12466666666666669,0.004666666666666667,CANCELADA,
617,2008.1.0,QUI200,QUIMICA GERAL,0.682,18,0.20400000000000004,0.10466666666666667,0.009333333333333334,CANCELADA,
618,2008.2.0,QUI200,QUIMICA GERAL,0.7377777777777778,18,0.18333333333333335,0.0661111111111111,0.015000000000000001,CANCELADA,
619,2000.2.0,COM108,PROGRAMACAO DE COMPUTADORES II,0.47,39,0.485,0.0,0.045,CANCELADA,
620,2001.1.0,COM108,PROGRAMACAO DE COMPUTADORES II,0.8,39,0.05,0.15,0.0,CANCELADA,
621,2001.2.0,COM108,PROGRAMACAO DE COMPUTADORES II,0.825,39,0.13,0.015,0.03,CANCELADA,
622,2002.1.0,COM108,PROGRAMACAO DE COMPUTADORES II,0.6599999999999999,39,0.175,0.15000000000000002,0.015,CANCELADA,
623,2002.2.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.84,39,0.0,0.055,0.10500000000000001,CANCELADA,
624,2003.1.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.7,39,0.07500000000000001,0.195,0.035,CANCELADA,
625,2003.2.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.355,39,0.20500000000000002,0.375,0.060000000000000005,CANCELADA,
626,2004.1.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.8166666666666668,39,0.07666666666666667,0.08,0.03,CANCELADA,
627,2004.2.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.73,39,0.16999999999999998,0.075,0.02,CANCELADA,
628,2005.1.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.36,39,0.33499999999999996,0.195,0.1,CANCELADA,
629,2005.2.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.64,39,0.08,0.08,0.20333333333333334,CANCELADA,
630,2006.1.0,CIC108,PROGRAMACAO DE COMPUTADORES II,0.5933333333333333,39,0.02,0.22666666666666666,0.15666666666666665,CANCELADA,
