,ANO,SEMESTRE,DISCIPLINA,DESCRICAO,TURMA,APROVACOES,MATRICULAS,REPROVACOES FALTA,REPROVACOES NOTA,REPROVACOES NOTA FALTA,TRANCAMENTOS,CONTADOR,REPROVADOS,TAXA_REPROVACAO,ANO/SEMESTRE
2137,2005,2.0,PRO129,PROJETO EM ENGENHARIA DE PRODUCAO I,11.0,71.0,72.0,0.0,0.0,1.0,0.0,1,1.0,0.01,2005.2.0
2138,2005,2.0,PRO200,GESTAO AMBIENTAL,11.0,30.0,31.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2005.2.0
2139,2005,2.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,11.0,15.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2005.2.0
2140,2005,2.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,21.0,32.0,34.0,0.0,0.0,0.0,2.0,1,2.0,0.06,2005.2.0
2141,2005,2.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,22.0,11.0,12.0,0.0,0.0,0.0,1.0,1,1.0,0.08,2005.2.0
2142,2005,2.0,PRO217,PLANEJAMENTO DAS INSTALACOES,11.0,17.0,17.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2005.2.0
2143,2005,2.0,PRO219,PROJETO DO PRODUTO,11.0,39.0,41.0,0.0,0.0,0.0,2.0,1,2.0,0.05,2005.2.0
2144,2005,2.0,PRO222,CUSTOS INDUSTRIAIS E CONTABILIDADE GERENCIAL,11.0,63.0,64.0,0.0,0.0,0.0,1.0,1,1.0,0.02,2005.2.0
2145,2005,2.0,PRO222,CUSTOS INDUSTRIAIS E CONTABILIDADE GERENCIAL,12.0,57.0,58.0,0.0,1.0,0.0,0.0,1,1.0,0.02,2005.2.0
2146,2005,2.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,39.0,40.0,0.0,0.0,0.0,1.0,1,1.0,0.02,2005.2.0
2147,2005,2.0,PRO229,PRINCIPIOS DE ECONOMIA,11.0,40.0,46.0,0.0,0.0,2.0,4.0,1,6.0,0.13,2005.2.0
2148,2005,2.0,PRO233,PSICOLOGIA SOCIAL DAS ORGANIZACOES,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2005.2.0
2149,2005,2.0,PRO234,ORGANIZACAO E AVALIACAO DO TRABALHO,11.0,47.0,49.0,0.0,0.0,2.0,0.0,1,2.0,0.04,2005.2.0
2150,2005,2.0,PRO311,GERENCIA DA INOVACAO:A EMPRESA DE BASE TECNOLOGICA,11.0,9.0,10.0,0.0,0.0,0.0,1.0,1,1.0,0.1,2005.2.0
2151,2005,2.0,PRO312,GERENCIA DE INFORMACAO,11.0,25.0,34.0,0.0,2.0,0.0,7.0,1,9.0,0.26,2005.2.0
2152,2005,2.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,38.0,48.0,0.0,6.0,2.0,2.0,1,10.0,0.21,2005.2.0
2153,2005,2.0,PRO315,LOGISTICA,11.0,41.0,43.0,0.0,0.0,0.0,2.0,1,2.0,0.05,2005.2.0
2154,2005,2.0,PRO318,PLANEJAMENTO ESTRATEGICO,11.0,20.0,23.0,0.0,2.0,0.0,1.0,1,3.0,0.13,2005.2.0
2155,2005,2.0,PRO320,ANALISE DE INVESTIMENTOS,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2005.2.0
2156,2005,2.0,PRO333,CONTABILIDADE GERENCIAL,11.0,6.0,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2005.2.0
2157,2005,2.0,PRO333,CONTABILIDADE GERENCIAL,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2005.2.0
2158,2005,2.0,PRO338,GESTAO AMBIENTAL DE SISTEMAS ENERGETICOS,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2005.2.0
2291,2006,1.0,PRO101,INTRODUCAO A ENGENHARIA DE PRODUCAO,11.0,32.0,34.0,0.0,0.0,2.0,0.0,1,2.0,0.06,2006.1.0
2292,2006,1.0,PRO104,PROJETO EM ENGENHARIA DE PRODUCAO II,11.0,0.0,4.0,0.0,2.0,0.0,2.0,1,4.0,1.0,2006.1.0
2293,2006,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,46.0,49.0,0.0,0.0,2.0,1.0,1,3.0,0.06,2006.1.0
2294,2006,1.0,PRO130,PROJETO EM ENGENHARIA DE PRODUCAO II,11.0,46.0,47.0,0.0,1.0,0.0,0.0,1,1.0,0.02,2006.1.0
2295,2006,1.0,PRO200,GESTAO AMBIENTAL,11.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2296,2006,1.0,PRO201,GESTAO DE QUALIDADE,11.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2297,2006,1.0,PRO202,SISTEMAS DE PRODUCAO CONTINUA,11.0,23.0,23.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2298,2006,1.0,PRO202,SISTEMAS DE PRODUCAO CONTINUA,12.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2299,2006,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,21.0,53.0,55.0,0.0,0.0,1.0,1.0,1,2.0,0.04,2006.1.0
2300,2006,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,22.0,21.0,21.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2301,2006,1.0,PRO222,CUSTOS INDUSTRIAIS E CONTABILIDADE GERENCIAL,21.0,33.0,41.0,0.0,3.0,0.0,5.0,1,8.0,0.2,2006.1.0
2302,2006,1.0,PRO222,CUSTOS INDUSTRIAIS E CONTABILIDADE GERENCIAL,22.0,25.0,28.0,0.0,1.0,0.0,2.0,1,3.0,0.11,2006.1.0
2303,2006,1.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,40.0,42.0,0.0,1.0,0.0,1.0,1,2.0,0.05,2006.1.0
2304,2006,1.0,PRO227,MICROECONOMIA,11.0,39.0,41.0,0.0,0.0,1.0,1.0,1,2.0,0.05,2006.1.0
2305,2006,1.0,PRO227,MICROECONOMIA,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2306,2006,1.0,PRO230,ENGENHARIA DE METODOS,11.0,38.0,45.0,0.0,0.0,5.0,2.0,1,7.0,0.16,2006.1.0
2307,2006,1.0,PRO231,ENGENHARIA DO TRABALHO,11.0,45.0,45.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2308,2006,1.0,PRO233,PSICOLOGIA SOCIAL DAS ORGANIZACOES,11.0,50.0,54.0,0.0,0.0,1.0,3.0,1,4.0,0.07,2006.1.0
2309,2006,1.0,PRO234,ORGANIZACAO E AVALIACAO DO TRABALHO,11.0,1.0,2.0,0.0,0.0,1.0,0.0,1,1.0,0.5,2006.1.0
2310,2006,1.0,PRO313,GERENCIA DO PROJETO E ENGENHARIA SIMULTANEA,11.0,14.0,15.0,0.0,0.0,0.0,1.0,1,1.0,0.07,2006.1.0
2311,2006,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,41.0,49.0,0.0,3.0,2.0,3.0,1,8.0,0.16,2006.1.0
2312,2006,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,12.0,22.0,23.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2006.1.0
2313,2006,1.0,PRO318,PLANEJAMENTO ESTRATEGICO,11.0,21.0,23.0,0.0,0.0,0.0,2.0,1,2.0,0.09,2006.1.0
2314,2006,1.0,PRO321,ADMINISTRACAO FINANCEIRA,21.0,21.0,22.0,0.0,0.0,0.0,1.0,1,1.0,0.05,2006.1.0
2315,2006,1.0,PRO321,ADMINISTRACAO FINANCEIRA,22.0,8.0,9.0,0.0,0.0,0.0,1.0,1,1.0,0.11,2006.1.0
2316,2006,1.0,PRO321,ADMINISTRACAO FINANCEIRA,23.0,13.0,14.0,0.0,0.0,0.0,1.0,1,1.0,0.07,2006.1.0
2317,2006,1.0,PRO326,MACROECONOMIA,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2318,2006,1.0,PRO332,ETICA E ENGENHARIA DE PRODUCAO,11.0,16.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.1.0
2441,2006,2.0,PRO129,PROJETO EM ENGENHARIA DE PRODUCAO I,11.0,34.0,38.0,0.0,4.0,0.0,0.0,1,4.0,0.11,2006.2.0
2442,2006,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,11.0,16.0,38.0,0.0,0.0,0.0,22.0,1,22.0,0.58,2006.2.0
2443,2006,2.0,PRO200,GESTAO AMBIENTAL,11.0,43.0,52.0,0.0,3.0,1.0,5.0,1,9.0,0.17,2006.2.0
2444,2006,2.0,PRO202,SISTEMAS DE PRODUCAO CONTINUA,11.0,45.0,52.0,0.0,1.0,0.0,6.0,1,7.0,0.13,2006.2.0
2445,2006,2.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,11.0,47.0,55.0,0.0,1.0,2.0,5.0,1,8.0,0.15,2006.2.0
2446,2006,2.0,PRO217,PLANEJAMENTO DAS INSTALACOES,11.0,32.0,32.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.2.0
2447,2006,2.0,PRO219,PROJETO DO PRODUTO,11.0,39.0,42.0,0.0,0.0,0.0,3.0,1,3.0,0.07,2006.2.0
2448,2006,2.0,PRO222,CUSTOS INDUSTRIAIS E CONTABILIDADE GERENCIAL,11.0,46.0,48.0,0.0,2.0,0.0,0.0,1,2.0,0.04,2006.2.0
2449,2006,2.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,36.0,42.0,0.0,0.0,4.0,2.0,1,6.0,0.14,2006.2.0
2450,2006,2.0,PRO224,ECONOMIA DA ENGENHARIA,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.2.0
2451,2006,2.0,PRO229,PRINCIPIOS DE ECONOMIA,11.0,41.0,44.0,0.0,0.0,3.0,0.0,1,3.0,0.07,2006.2.0
2452,2006,2.0,PRO233,PSICOLOGIA SOCIAL DAS ORGANIZACOES,11.0,53.0,59.0,0.0,0.0,3.0,3.0,1,6.0,0.1,2006.2.0
2453,2006,2.0,PRO234,ORGANIZACAO E AVALIACAO DO TRABALHO,11.0,38.0,41.0,0.0,0.0,3.0,0.0,1,3.0,0.07,2006.2.0
2454,2006,2.0,PRO270,PESQUISA OPERACIONAL I PARA ENGENHARIA,11.0,36.0,39.0,0.0,0.0,2.0,1.0,1,3.0,0.08,2006.2.0
2455,2006,2.0,PRO300,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,11.0,44.0,49.0,0.0,2.0,3.0,0.0,1,5.0,0.1,2006.2.0
2456,2006,2.0,PRO311,GERENCIA DA INOVACAO:A EMPRESA DE BASE TECNOLOGICA,11.0,12.0,15.0,0.0,0.0,1.0,2.0,1,3.0,0.2,2006.2.0
2457,2006,2.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,33.0,47.0,0.0,13.0,0.0,1.0,1,14.0,0.3,2006.2.0
2458,2006,2.0,PRO315,LOGISTICA,11.0,11.0,12.0,0.0,0.0,0.0,1.0,1,1.0,0.08,2006.2.0
2459,2006,2.0,PRO315,LOGISTICA,12.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.2.0
2460,2006,2.0,PRO320,ANALISE DE INVESTIMENTOS,11.0,13.0,18.0,0.0,0.0,1.0,4.0,1,5.0,0.28,2006.2.0
2461,2006,2.0,PRO321,ADMINISTRACAO FINANCEIRA,11.0,13.0,16.0,0.0,0.0,1.0,2.0,1,3.0,0.19,2006.2.0
2462,2006,2.0,PRO336,ECONOMIA DA ENERGIA,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.2.0
2463,2006,2.0,PRO338,GESTAO AMBIENTAL DE SISTEMAS ENERGETICOS,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2006.2.0
2464,2006,2.0,PRO397,GESTAO ESTRATEGICA E MARKETING,11.0,34.0,39.0,0.0,0.0,1.0,4.0,1,5.0,0.13,2006.2.0
2595,2007,1.0,PRO101,INTRODUCAO A ENGENHARIA DE PRODUCAO,11.0,28.0,31.0,0.0,0.0,3.0,0.0,1,3.0,0.1,2007.1.0
2596,2007,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,47.0,51.0,0.0,0.0,2.0,2.0,1,4.0,0.08,2007.1.0
2597,2007,1.0,PRO130,PROJETO EM ENGENHARIA DE PRODUCAO II,11.0,23.0,24.0,0.0,0.0,1.0,0.0,1,1.0,0.04,2007.1.0
2598,2007,1.0,PRO130,PROJETO EM ENGENHARIA DE PRODUCAO II,12.0,6.0,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.1.0
2599,2007,1.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,11.0,10.0,23.0,0.0,5.0,7.0,1.0,1,13.0,0.57,2007.1.0
2600,2007,1.0,PRO201,GESTAO DE QUALIDADE,11.0,47.0,49.0,0.0,0.0,0.0,2.0,1,2.0,0.04,2007.1.0
2601,2007,1.0,PRO201,GESTAO DE QUALIDADE,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.1.0
2602,2007,1.0,PRO202,SISTEMAS DE PRODUCAO CONTINUA,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.1.0
2603,2007,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,21.0,20.0,22.0,0.0,0.0,1.0,1.0,1,2.0,0.09,2007.1.0
2604,2007,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,22.0,20.0,21.0,0.0,1.0,0.0,0.0,1,1.0,0.05,2007.1.0
2605,2007,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,23.0,7.0,9.0,0.0,0.0,2.0,0.0,1,2.0,0.22,2007.1.0
2606,2007,1.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.1.0
2607,2007,1.0,PRO222,CUSTOS INDUSTRIAIS E CONTABILIDADE GERENCIAL,11.0,47.0,50.0,0.0,0.0,2.0,1.0,1,3.0,0.06,2007.1.0
2608,2007,1.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,33.0,35.0,0.0,1.0,1.0,0.0,1,2.0,0.06,2007.1.0
2609,2007,1.0,PRO224,ECONOMIA DA ENGENHARIA,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2007.1.0
2610,2007,1.0,PRO227,MICROECONOMIA,11.0,31.0,37.0,0.0,0.0,6.0,0.0,1,6.0,0.16,2007.1.0
2611,2007,1.0,PRO230,ENGENHARIA DE METODOS,11.0,21.0,25.0,0.0,4.0,0.0,0.0,1,4.0,0.16,2007.1.0
2612,2007,1.0,PRO231,ENGENHARIA DO TRABALHO,11.0,30.0,31.0,0.0,0.0,1.0,0.0,1,1.0,0.03,2007.1.0
2613,2007,1.0,PRO233,PSICOLOGIA SOCIAL DAS ORGANIZACOES,11.0,23.0,23.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.1.0
2614,2007,1.0,PRO271,PESQUISA OPERACIONAL II PARA ENGENHARIA,11.0,43.0,50.0,0.0,1.0,5.0,1.0,1,7.0,0.14,2007.1.0
2615,2007,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,24.0,28.0,0.0,2.0,1.0,1.0,1,4.0,0.14,2007.1.0
2616,2007,1.0,PRO318,PLANEJAMENTO ESTRATEGICO,11.0,46.0,51.0,0.0,0.0,1.0,4.0,1,5.0,0.1,2007.1.0
2617,2007,1.0,PRO318,PLANEJAMENTO ESTRATEGICO,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.1.0
2618,2007,1.0,PRO321,ADMINISTRACAO FINANCEIRA,11.0,52.0,61.0,0.0,0.0,1.0,8.0,1,9.0,0.15,2007.1.0
2619,2007,1.0,PRO323,ECONOMIA BRASILEIRA,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.1.0
2620,2007,1.0,PRO332,ETICA E ENGENHARIA DE PRODUCAO,11.0,17.0,18.0,0.0,0.0,0.0,1.0,1,1.0,0.06,2007.1.0
2746,2007,2.0,PRO129,PROJETO EM ENGENHARIA DE PRODUCAO I,11.0,40.0,43.0,0.0,0.0,3.0,0.0,1,3.0,0.07,2007.2.0
2747,2007,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,11.0,31.0,47.0,0.0,13.0,0.0,3.0,1,16.0,0.34,2007.2.0
2748,2007,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,12.0,6.0,7.0,0.0,1.0,0.0,0.0,1,1.0,0.14,2007.2.0
2749,2007,2.0,PRO200,GESTAO AMBIENTAL,11.0,42.0,47.0,0.0,0.0,1.0,4.0,1,5.0,0.11,2007.2.0
2750,2007,2.0,PRO202,SISTEMAS DE PRODUCAO CONTINUA,11.0,44.0,47.0,0.0,1.0,0.0,2.0,1,3.0,0.06,2007.2.0
2751,2007,2.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,11.0,26.0,29.0,0.0,0.0,1.0,2.0,1,3.0,0.1,2007.2.0
2752,2007,2.0,PRO217,PLANEJAMENTO DAS INSTALACOES,11.0,34.0,34.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.2.0
2753,2007,2.0,PRO219,PROJETO DO PRODUTO,11.0,45.0,48.0,0.0,0.0,1.0,2.0,1,3.0,0.06,2007.2.0
2754,2007,2.0,PRO222,CUSTOS INDUSTRIAIS E CONTABILIDADE GERENCIAL,11.0,22.0,30.0,0.0,0.0,4.0,4.0,1,8.0,0.27,2007.2.0
2755,2007,2.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,36.0,38.0,0.0,1.0,0.0,1.0,1,2.0,0.05,2007.2.0
2756,2007,2.0,PRO229,PRINCIPIOS DE ECONOMIA,11.0,21.0,25.0,0.0,0.0,2.0,2.0,1,4.0,0.16,2007.2.0
2757,2007,2.0,PRO233,PSICOLOGIA SOCIAL DAS ORGANIZACOES,11.0,5.0,11.0,0.0,0.0,2.0,4.0,1,6.0,0.55,2007.2.0
2758,2007,2.0,PRO233,PSICOLOGIA SOCIAL DAS ORGANIZACOES,12.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.2.0
2759,2007,2.0,PRO234,ORGANIZACAO E AVALIACAO DO TRABALHO,11.0,26.0,27.0,0.0,0.0,1.0,0.0,1,1.0,0.04,2007.2.0
2760,2007,2.0,PRO270,PESQUISA OPERACIONAL I PARA ENGENHARIA,11.0,32.0,33.0,0.0,0.0,1.0,0.0,1,1.0,0.03,2007.2.0
2761,2007,2.0,PRO300,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,11.0,49.0,55.0,0.0,2.0,4.0,0.0,1,6.0,0.11,2007.2.0
2762,2007,2.0,PRO311,GERENCIA DA INOVACAO:A EMPRESA DE BASE TECNOLOGICA,11.0,14.0,14.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.2.0
2763,2007,2.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,36.0,42.0,0.0,4.0,0.0,2.0,1,6.0,0.14,2007.2.0
2764,2007,2.0,PRO320,ANALISE DE INVESTIMENTOS,11.0,27.0,27.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.2.0
2765,2007,2.0,PRO326,MACROECONOMIA,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.2.0
2766,2007,2.0,PRO332,ETICA E ENGENHARIA DE PRODUCAO,11.0,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2007.2.0
2767,2007,2.0,PRO397,GESTAO ESTRATEGICA E MARKETING,11.0,32.0,33.0,0.0,0.0,1.0,0.0,1,1.0,0.03,2007.2.0
2895,2008,1.0,PRO101,INTRODUCAO A ENGENHARIA DE PRODUCAO,11.0,31.0,32.0,0.0,0.0,1.0,0.0,1,1.0,0.03,2008.1.0
2896,2008,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,17.0,20.0,0.0,0.0,2.0,1.0,1,3.0,0.15,2008.1.0
2897,2008,1.0,PRO130,PROJETO EM ENGENHARIA DE PRODUCAO II,11.0,34.0,39.0,0.0,0.0,3.0,2.0,1,5.0,0.13,2008.1.0
2898,2008,1.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,11.0,10.0,19.0,0.0,0.0,8.0,1.0,1,9.0,0.47,2008.1.0
2899,2008,1.0,PRO201,GESTAO DE QUALIDADE,11.0,14.0,15.0,0.0,0.0,0.0,1.0,1,1.0,0.07,2008.1.0
2900,2008,1.0,PRO201,GESTAO DE QUALIDADE,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2901,2008,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,21.0,27.0,28.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2008.1.0
2902,2008,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,22.0,28.0,28.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2903,2008,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,23.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2904,2008,1.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,29.0,30.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2008.1.0
2905,2008,1.0,PRO224,ECONOMIA DA ENGENHARIA,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2008.1.0
2906,2008,1.0,PRO227,MICROECONOMIA,11.0,28.0,28.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2907,2008,1.0,PRO227,MICROECONOMIA,12.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2908,2008,1.0,PRO230,ENGENHARIA DE METODOS,11.0,27.0,29.0,0.0,0.0,0.0,2.0,1,2.0,0.07,2008.1.0
2909,2008,1.0,PRO230,ENGENHARIA DE METODOS,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2910,2008,1.0,PRO231,ENGENHARIA DO TRABALHO,11.0,27.0,29.0,0.0,0.0,2.0,0.0,1,2.0,0.07,2008.1.0
2911,2008,1.0,PRO233,PSICOLOGIA SOCIAL DAS ORGANIZACOES,11.0,32.0,33.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2008.1.0
2912,2008,1.0,PRO271,PESQUISA OPERACIONAL II PARA ENGENHARIA,11.0,30.0,33.0,0.0,2.0,0.0,1.0,1,3.0,0.09,2008.1.0
2913,2008,1.0,PRO271,PESQUISA OPERACIONAL II PARA ENGENHARIA,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2914,2008,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,30.0,31.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2008.1.0
2915,2008,1.0,PRO315,LOGISTICA,11.0,36.0,42.0,0.0,0.0,0.0,6.0,1,6.0,0.14,2008.1.0
2916,2008,1.0,PRO315,LOGISTICA,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.1.0
2917,2008,1.0,PRO318,PLANEJAMENTO ESTRATEGICO,11.0,20.0,22.0,0.0,1.0,0.0,1.0,1,2.0,0.09,2008.1.0
2918,2008,1.0,PRO321,ADMINISTRACAO FINANCEIRA,11.0,44.0,47.0,0.0,0.0,0.0,3.0,1,3.0,0.06,2008.1.0
2919,2008,1.0,PRO321,ADMINISTRACAO FINANCEIRA,12.0,17.0,18.0,0.0,1.0,0.0,0.0,1,1.0,0.06,2008.1.0
2920,2008,1.0,PRO325,ECONOMIA DE TECNOLOGIA,11.0,4.0,10.0,0.0,0.0,0.0,6.0,1,6.0,0.6,2008.1.0
2921,2008,1.0,PRO336,ECONOMIA DA ENERGIA,11.0,4.0,5.0,0.0,0.0,0.0,1.0,1,1.0,0.2,2008.1.0
3057,2008,2.0,PRO130,PROJETO EM ENGENHARIA DE PRODUCAO II,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.2.0
3058,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.2.0
3059,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2008.2.0
3060,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2008.2.0
3061,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,4.0,5.0,6.0,0.0,1.0,0.0,0.0,1,1.0,0.17,2008.2.0
3062,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.2.0
3063,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,6.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2008.2.0
3064,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,7.0,0.0,2.0,0.0,2.0,0.0,0.0,1,2.0,1.0,2008.2.0
3065,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,8.0,0.0,3.0,0.0,2.0,0.0,1.0,1,3.0,1.0,2008.2.0
3066,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,9.0,0.0,2.0,0.0,1.0,1.0,0.0,1,2.0,1.0,2008.2.0
3067,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,10.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.2.0
3068,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,11.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2008.2.0
3069,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,12.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.2.0
3070,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,13.0,3.0,6.0,0.0,2.0,0.0,1.0,1,3.0,0.5,2008.2.0
3071,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,14.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.2.0
3072,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,15.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2008.2.0
3073,2008,2.0,PRO131,PROJETO EM ENGENHARIA DE PRODUCAO III,16.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2008.2.0
3074,2008,2.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,11.0,34.0,38.0,0.0,1.0,1.0,2.0,1,4.0,0.11,2008.2.0
3075,2008,2.0,PRO217,PLANEJAMENTO DAS INSTALACOES,11.0,34.0,35.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2008.2.0
