,ANO,DISCIPLINA,DESCRICAO,TAXA_DE_APROVACAO
578,2010,PRO707,TEORIA GERAL DA ADMINISTRACAO,0.945
579,2010,PRO708,PESQUISA OPERACIONAL II,0.9450000000000001
580,2010,PRO709,ORGANIZACAO DO TRABALHO,0.98
581,2010,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.8400000000000001
582,2010,PRO712,SISTEMAS DE INFORMACOES,0.88
583,2010,PRO713,ENGENHARIA DA QUALIDADE,0.94
584,2010,PRO714,ECONOMIA INDUSTRIAL,1.0
585,2010,PRO715,LOGISTICA E TRANSPORTE,0.91
586,2010,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.96
587,2010,QUI701,QUIMICA FUNDAMENTAL,0.8183333333333334
588,2011,ARQ700,EXPRESSAO GRAFICA,0.7775000000000001
589,2011,BCC342,INTRODUCAO A OTIMIZACAO,0.735
590,2011,BCC463,OTIMIZACAO EM REDES,0.65
591,2011,BCC466,TECNICAS METAHEURISTICAS PARA OTIMIZACAO COMBINATORIA,0.67
592,2011,BCC701,PROGRAMACAO DE COMPUTADORES I,0.6245
593,2011,BCC702,PROGRAMACAO DE COMPUTADORES II,0.32916666666666666
594,2011,BCC760,CALCULO NUMERICO,0.6029411764705882
595,2011,CAT107,INSTALACOES INDUSTRIAIS,0.985
596,2011,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.935
597,2011,FIS130,FISICA I,0.5943750000000001
598,2011,FIS131,FISICA II,0.5876923076923077
599,2011,FIS132,FISICA III,0.5646666666666668
600,2011,FIS133,FISICA IV,0.6983333333333334
601,2011,FIS214,MECANICA RACIONAL,0.6416666666666666
602,2011,FIS215,MECANICA DO CONTINUO,0.6925
603,2011,MET247,ENGENHARIA DE PROCESSOS MECANICOS,0.93
604,2011,MET700,CIENCIA DOS MATERIAIS,0.9566666666666667
605,2011,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.41285714285714287
606,2011,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.5666666666666667
607,2011,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.6683333333333333
608,2011,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.49000000000000005
609,2011,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.875
610,2011,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,0.79
611,2011,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,1.0
612,2011,PRO217,PLANEJAMENTO DAS INSTALACOES,1.0
613,2011,PRO219,PROJETO DO PRODUTO,0.97
614,2011,PRO224,ECONOMIA DA ENGENHARIA,0.885
615,2011,PRO226,MACROECONOMIA,0.8
616,2011,PRO227,MICROECONOMIA,0.5466666666666667
617,2011,PRO232,ENGENHARIA DO TRABALHO,0.9099999999999999
618,2011,PRO235,ERGONOMIA DO TRABALHO,0.835
619,2011,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.77
620,2011,PRO313,GERENCIA DO PROJETO E ENGENHARIA SIMULTANEA,0.9450000000000001
621,2011,PRO314,GERENCIA DE RECURSOS HUMANOS,0.7600000000000001
622,2011,PRO316,LOGISTICA REVERSA,1.0
623,2011,PRO318,PLANEJAMENTO ESTRATEGICO,0.85
624,2011,PRO320,ANALISE DE INVESTIMENTOS,0.61
625,2011,PRO321,ADMINISTRACAO FINANCEIRA,0.61
626,2011,PRO342,ENGENHARIA DA CONFIABILIDADE,1.0
627,2011,PRO343,GESTAO DA QUALIDADE,0.4
628,2011,PRO345,ADMINISTRACAO DE MARKETING,1.0
629,2011,PRO354,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO I,0.67
630,2011,PRO356,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO III,0.88
631,2011,PRO362,TOPICOS ESPECIAIS EM ENGENHARIA ECONOMICA IV,1.0
632,2011,PRO363,TOPICOS ESPECIAIS EM ENGENHARIA ECONOMICA V,1.0
633,2011,PRO364,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL I,1.0
634,2011,PRO365,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL II,1.0
635,2011,PRO367,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL IV,0.5
636,2011,PRO369,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO I,1.0
637,2011,PRO370,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO II,0.835
638,2011,PRO372,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO IV,1.0
639,2011,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,0.86
640,2011,PRO375,GESTAO DA TECNOLOGIA DA INFORMACAO,1.0
641,2011,PRO376,ENERGIA ELETRICA,1.0
642,2011,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.8766666666666666
643,2011,PRO490,PROJETO FINAL DE GRADUACAO,1.0
644,2011,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.4004761904761905
645,2011,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.69
646,2011,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,0.915
647,2011,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,0.91
648,2011,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.82
649,2011,PRO705,ESTATISTICA APLICADA A ENGENHARIA,0.8999999999999999
650,2011,PRO706,PESQUISA OPERACIONAL I,0.8075
651,2011,PRO707,TEORIA GERAL DA ADMINISTRACAO,0.975
652,2011,PRO708,PESQUISA OPERACIONAL II,0.9
653,2011,PRO709,ORGANIZACAO DO TRABALHO,0.9
654,2011,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",1.0
655,2011,PRO712,SISTEMAS DE INFORMACOES,0.75
656,2011,PRO713,ENGENHARIA DA QUALIDADE,0.975
657,2011,PRO714,ECONOMIA INDUSTRIAL,1.0
658,2011,PRO715,LOGISTICA E TRANSPORTE,0.8
659,2011,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",1.0
660,2011,QUI701,QUIMICA FUNDAMENTAL,0.6316666666666667
661,2012,ARQ700,EXPRESSAO GRAFICA,0.7549999999999999
662,2012,BCC342,INTRODUCAO A OTIMIZACAO,0.7525
663,2012,BCC463,OTIMIZACAO EM REDES,
664,2012,BCC464,OTIMIZACAO LINEAR E INTEIRA,0.83
665,2012,BCC466,TECNICAS METAHEURISTICAS PARA OTIMIZACAO COMBINATORIA,0.82
666,2012,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5767499999999999
667,2012,BCC702,PROGRAMACAO DE COMPUTADORES II,0.51
668,2012,BCC760,CALCULO NUMERICO,0.739375
669,2012,CAT107,INSTALACOES INDUSTRIAIS,0.985
670,2012,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.8500000000000001
671,2012,FIS130,FISICA I,0.67875
672,2012,FIS131,FISICA II,0.5176923076923076
673,2012,FIS132,FISICA III,0.5806666666666666
674,2012,FIS133,FISICA IV,0.7591666666666668
675,2012,FIS214,MECANICA RACIONAL,0.5741666666666666
676,2012,FIS215,MECANICA DO CONTINUO,0.8250000000000001
677,2012,LET911,TRADUCAO DE LIBRAS,0.88
678,2012,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.3825
679,2012,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.28
680,2012,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.45166666666666666
681,2012,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.29166666666666663
682,2012,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.91
683,2012,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,0.812
684,2012,PRO217,PLANEJAMENTO DAS INSTALACOES,0.92
685,2012,PRO219,PROJETO DO PRODUTO,0.855
686,2012,PRO224,ECONOMIA DA ENGENHARIA,0.9466666666666667
687,2012,PRO226,MACROECONOMIA,0.64
688,2012,PRO227,MICROECONOMIA,0.745
689,2012,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.65
690,2012,PRO314,GERENCIA DE RECURSOS HUMANOS,0.9259999999999999
691,2012,PRO335,POLITICA ENERGETICA BRASILEIRA,0.8
692,2012,PRO336,ECONOMIA DA ENERGIA,0.93
693,2012,PRO344,GESTAO DA INOVACAO E TECNOLOGIA,1.0
694,2012,PRO375,GESTAO DA TECNOLOGIA DA INFORMACAO,0.75
695,2012,PRO376,ENERGIA ELETRICA,1.0
696,2012,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.875
697,2012,PRO490,PROJETO FINAL DE GRADUACAO,0.9199999999999999
698,2012,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.5414285714285714
699,2012,PRO501,MICROECONOMIA AVANCADA,
700,2012,PRO502,MATEMATICA FINANCEIRA EMPRESARIAL,
701,2012,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,1.0
702,2012,PRO504,DESENVOLVIMENTO ECONOMICO,1.0
703,2012,PRO506,ECONOMIA AMBIENTAL,
704,2012,PRO507,ECONOMIA INDUSTRIAL APLICADA: MODELOS E METODOS,
705,2012,PRO526,TEORIA DOS JOGOS,0.82
706,2012,PRO527,TEORIA DOS GRAFOS,1.0
707,2012,PRO529,METODOS PROBABILISTICOS EM PESQUISA OPERACIONAL,1.0
708,2012,PRO535,TEORIA DAS FILAS APLICADA A ENGENHARIA DE PRODUCAO,1.0
709,2012,PRO550,PETROLEO E GAS NATURAL,0.855
710,2012,PRO551,ENERGIA DA BIOMASSA,0.89
711,2012,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,0.8
712,2012,PRO575,REFLEXOES SOBRE O TRABALHO,0.96
713,2012,PRO577,GESTAO DO TRABALHO EM ORGANIZACOES SOCIAIS,1.0
714,2012,PRO578,"OPERACOES, LOGISTICA E GESTAO DA CADEIA DE SUPRIM",0.91
715,2012,PRO579,SISTEMAS COMPUTACIONAIS DE MANUFATURA,0.67
716,2012,PRO581,PLANEJAMENTO E GESTAO ESTRATEGICA,0.94
717,2012,PRO583,GESTAO DA QUALIDADE,
718,2012,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.52
719,2012,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,0.8
720,2012,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,0.845
721,2012,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.785
722,2012,PRO705,ESTATISTICA APLICADA A ENGENHARIA,0.79
723,2012,PRO706,PESQUISA OPERACIONAL I,0.825
724,2012,PRO707,TEORIA GERAL DA ADMINISTRACAO,0.9199999999999999
725,2012,PRO708,PESQUISA OPERACIONAL II,0.91
726,2012,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.935
727,2012,PRO712,SISTEMAS DE INFORMACOES,0.8466666666666667
728,2012,PRO714,ECONOMIA INDUSTRIAL,0.775
729,2012,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.905
730,2012,PRO717,ENGENHARIA DO TRABALHO,0.7849999999999999
731,2012,PRO718,ERGONOMIA E TRABALHO,0.905
732,2012,PRO719,ORGANIZACAO DO TRABALHO,0.9550000000000001
733,2012,PRO720,CIENCIA E MANUFATURA,0.96
734,2012,PRO721,ENGENHARIA DA MANUFATURA,0.9666666666666667
735,2012,PRO722,PLANEJAMENTO E CONTROLE DA PRODUCAO II,0.965
736,2012,PRO723,ENGENHARIA DA QUALIDADE,0.8600000000000001
737,2012,PRO724,LOGISTICA,0.85
738,2012,QUI701,QUIMICA FUNDAMENTAL,0.68
739,2013,ARQ700,EXPRESSAO GRAFICA,0.745
740,2013,BCC342,INTRODUCAO A OTIMIZACAO,0.7125
741,2013,BCC464,OTIMIZACAO LINEAR E INTEIRA,1.0
742,2013,BCC466,TECNICAS METAHEURISTICAS PARA OTIMIZACAO COMBINATORIA,1.0
743,2013,BCC701,PROGRAMACAO DE COMPUTADORES I,0.61575
744,2013,BCC702,PROGRAMACAO DE COMPUTADORES II,0.4741666666666667
745,2013,BCC760,CALCULO NUMERICO,0.7323529411764707
746,2013,CAT107,INSTALACOES INDUSTRIAIS,0.965
747,2013,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.8049999999999999
748,2013,FIS130,FISICA I,0.6171428571428573
749,2013,FIS131,FISICA II,0.4753846153846154
750,2013,FIS132,FISICA III,0.5087499999999999
751,2013,FIS133,FISICA IV,0.8772727272727273
752,2013,FIS214,MECANICA RACIONAL,0.44727272727272727
753,2013,FIS215,MECANICA DO CONTINUO,0.45
754,2013,LET966,INTRODUCAO A LIBRAS,0.87
755,2013,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.25333333333333335
756,2013,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.665
757,2013,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.3375
758,2013,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.5700000000000001
759,2013,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,0.86
760,2013,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.885
761,2013,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,0.8999999999999999
762,2013,PRO217,PLANEJAMENTO DAS INSTALACOES,0.94
763,2013,PRO219,PROJETO DO PRODUTO,0.97
764,2013,PRO224,ECONOMIA DA ENGENHARIA,0.9500000000000001
765,2013,PRO226,MACROECONOMIA,0.725
766,2013,PRO227,MICROECONOMIA,0.605
767,2013,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.68
768,2013,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,0.87
769,2013,PRO310,ENGENHARIA ECONOMICA II,1.0
770,2013,PRO314,GERENCIA DE RECURSOS HUMANOS,0.64
771,2013,PRO330,GOVERNANCA CORPORATIVA,0.92
772,2013,PRO335,POLITICA ENERGETICA BRASILEIRA,1.0
773,2013,PRO336,ECONOMIA DA ENERGIA,0.88
774,2013,PRO342,ENGENHARIA DA CONFIABILIDADE,0.83
775,2013,PRO345,ADMINISTRACAO DE MARKETING,0.83
776,2013,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,0.935
777,2013,PRO376,ENERGIA ELETRICA,1.0
778,2013,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.87
779,2013,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,0.93
780,2013,PRO490,PROJETO FINAL DE GRADUACAO,0.95
781,2013,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.6545714285714285
782,2013,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,0.5
783,2013,PRO505,ANALISE DE INVESTIMENTOS,1.0
784,2013,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,1.0
785,2013,PRO509,ADMINISTRACAO FINANCEIRA,0.5
786,2013,PRO511,TEORIA DAS ORGANIZACOES,0.93
787,2013,PRO526,TEORIA DOS JOGOS,1.0
788,2013,PRO527,TEORIA DOS GRAFOS,1.0
789,2013,PRO530,MODELAGEM MATEMATICA EM SEQUENCIAMENTO DA PRODUCAO,0.94
790,2013,PRO550,PETROLEO E GAS NATURAL,1.0
791,2013,PRO551,ENERGIA DA BIOMASSA,1.0
792,2013,PRO553,ENERGIA E MUDANCAS CLIMATICAS,1.0
793,2013,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,1.0
794,2013,PRO566,METODOS COMPUTACIONAIS AVANCADOS EM ENGENHARIA DE PRODUCAO,1.0
795,2013,PRO571,MODELAGEM ESTOCASTICA E SIMULACAO AVANCADA,0.95
796,2013,PRO572,OTIMIZACAO E LOGISTICA,0.62
797,2013,PRO576,ESTUDO SOCIOLOGICO SOBRE O TRABALHO,1.0
798,2013,PRO579,SISTEMAS COMPUTACIONAIS DE MANUFATURA,0.67
799,2013,PRO602,ERGOLOGIA E TRABALHO,0.86
800,2013,PRO633,ECONOMIA DOS RECURSOS NATURAIS,1.0
801,2013,PRO634,ECONOMIA REGIONAL E URBANA,1.0
802,2013,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.635
803,2013,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,0.77
804,2013,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,0.71
805,2013,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.86
806,2013,PRO705,ESTATISTICA APLICADA A ENGENHARIA,0.97
807,2013,PRO706,PESQUISA OPERACIONAL I,0.7225
808,2013,PRO707,TEORIA GERAL DA ADMINISTRACAO,0.9
809,2013,PRO708,PESQUISA OPERACIONAL II,0.9225
810,2013,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.905
811,2013,PRO712,SISTEMAS DE INFORMACOES,0.96
812,2013,PRO714,ECONOMIA INDUSTRIAL,0.81
813,2013,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.905
814,2013,PRO717,ENGENHARIA DO TRABALHO,0.855
815,2013,PRO718,ERGONOMIA E TRABALHO,1.0
816,2013,PRO719,ORGANIZACAO DO TRABALHO,0.94
817,2013,PRO720,CIENCIA E MANUFATURA,0.94
818,2013,PRO721,ENGENHARIA DA MANUFATURA,0.9299999999999999
819,2013,PRO722,PLANEJAMENTO E CONTROLE DA PRODUCAO II,0.96
820,2013,PRO723,ENGENHARIA DA QUALIDADE,0.9099999999999999
821,2013,PRO724,LOGISTICA,0.98
822,2013,PRO725,ENGENHARIA DA INFORMACAO,0.94
823,2013,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,0.44
824,2013,PRO808,ENGENHARIA DO PRODUTO,0.85
825,2013,PRO809,ENGENHARIA ECONOMICA,0.86
826,2013,PRO909,RECURSOS HUMANOS ESTRATEGICOS,0.96
827,2013,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,1.0
828,2013,PRO920,PROJETO DA FABRICA,1.0
829,2013,QUI701,QUIMICA FUNDAMENTAL,0.5399999999999999
830,2014,ARQ700,EXPRESSAO GRAFICA,0.6675
831,2014,BCC342,INTRODUCAO A OTIMIZACAO,0.6875
832,2014,BCC464,OTIMIZACAO LINEAR E INTEIRA,0.0
833,2014,BCC466,TECNICAS METAHEURISTICAS PARA OTIMIZACAO COMBINATORIA,0.56
834,2014,BCC701,PROGRAMACAO DE COMPUTADORES I,0.5847499999999998
835,2014,BCC702,PROGRAMACAO DE COMPUTADORES II,0.5933333333333334
836,2014,BCC760,CALCULO NUMERICO,0.7722222222222223
837,2014,CAT107,INSTALACOES INDUSTRIAIS,0.97
838,2014,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.8500000000000001
839,2014,FIS130,FISICA I,0.486
840,2014,FIS131,FISICA II,0.5357142857142857
841,2014,FIS132,FISICA III,0.4326666666666667
842,2014,FIS133,FISICA IV,0.775
843,2014,FIS214,MECANICA RACIONAL,0.6533333333333333
844,2014,FIS215,MECANICA DO CONTINUO,0.8033333333333333
845,2014,LET966,INTRODUCAO A LIBRAS,0.7666666666666667
846,2014,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.4175
847,2014,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.3325
848,2014,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.6575
849,2014,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.31499999999999995
850,2014,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,0.8300000000000001
851,2014,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.77
852,2014,PRO226,MACROECONOMIA,0.655
853,2014,PRO227,MICROECONOMIA,0.72
854,2014,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.75
855,2014,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,0.785
856,2014,PRO310,ENGENHARIA ECONOMICA II,
857,2014,PRO330,GOVERNANCA CORPORATIVA,0.92
858,2014,PRO335,POLITICA ENERGETICA BRASILEIRA,0.92
859,2014,PRO336,ECONOMIA DA ENERGIA,1.0
860,2014,PRO346,ENGENHARIA FINANCEIRA,0.92
861,2014,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,1.0
862,2014,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,0.8500000000000001
863,2014,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,0.87
864,2014,PRO490,PROJETO FINAL DE GRADUACAO,0.95
865,2014,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,0.6192592592592594
866,2014,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,1.0
867,2014,PRO504,DESENVOLVIMENTO ECONOMICO,0.9099999999999999
868,2014,PRO505,ANALISE DE INVESTIMENTOS,1.0
869,2014,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,0.835
870,2014,PRO509,ADMINISTRACAO FINANCEIRA,0.5
871,2014,PRO511,TEORIA DAS ORGANIZACOES,0.96
872,2014,PRO526,TEORIA DOS JOGOS,0.93
873,2014,PRO527,TEORIA DOS GRAFOS,1.0
874,2014,PRO550,PETROLEO E GAS NATURAL,1.0
875,2014,PRO553,ENERGIA E MUDANCAS CLIMATICAS,0.67
876,2014,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,1.0
877,2014,PRO566,METODOS COMPUTACIONAIS AVANCADOS EM ENGENHARIA DE PRODUCAO,1.0
878,2014,PRO571,MODELAGEM ESTOCASTICA E SIMULACAO AVANCADA,0.915
879,2014,PRO572,OTIMIZACAO E LOGISTICA,1.0
880,2014,PRO573,OTIMIZACAO EXPERIMENTAL DE PRODUTOS E PROCESSOS,0.67
881,2014,PRO605,ESTRATEGIA E PLANEJAMENTO,0.9066666666666666
882,2014,PRO606,PROJETO E GESTAO LOGISTICAS,
883,2014,PRO607,INOVACAO E EMPREENDENDORISMO,0.92
884,2014,PRO609,ENGENHARIA SOCIAL,1.0
885,2014,PRO633,ECONOMIA DOS RECURSOS NATURAIS,0.93
886,2014,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,0.7050000000000001
887,2014,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,0.65
888,2014,PRO706,PESQUISA OPERACIONAL I,0.7925
889,2014,PRO708,PESQUISA OPERACIONAL II,0.772
890,2014,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",0.89
891,2014,PRO714,ECONOMIA INDUSTRIAL,0.7
892,2014,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",0.795
893,2014,PRO717,ENGENHARIA DO TRABALHO,0.8400000000000001
894,2014,PRO718,ERGONOMIA E TRABALHO,0.885
895,2014,PRO720,CIENCIA E MANUFATURA,0.95
896,2014,PRO721,ENGENHARIA DA MANUFATURA,0.955
897,2014,PRO723,ENGENHARIA DA QUALIDADE,0.86
898,2014,PRO724,LOGISTICA,0.9
899,2014,PRO725,ENGENHARIA DA INFORMACAO,0.975
900,2014,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,0.745
901,2014,PRO808,ENGENHARIA DO PRODUTO,0.955
902,2014,PRO809,ENGENHARIA ECONOMICA,0.9650000000000001
903,2014,PRO909,RECURSOS HUMANOS ESTRATEGICOS,1.0
904,2014,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,0.9650000000000001
905,2014,PRO920,PROJETO DA FABRICA,1.0
906,2014,QUI701,QUIMICA FUNDAMENTAL,0.5833333333333334
907,2015,ARQ700,EXPRESSAO GRAFICA,0.5875
908,2015,BCC701,PROGRAMACAO DE COMPUTADORES I,0.6033333333333334
909,2015,BCC702,PROGRAMACAO DE COMPUTADORES II,0.5041666666666667
910,2015,BCC760,CALCULO NUMERICO,0.7638888888888888
911,2015,CAT107,INSTALACOES INDUSTRIAIS,0.95
912,2015,CAT700,AUTOMACAO DE SISTEMAS DE PRODUCAO,0.885
913,2015,CSA172,ECONOMIA DO SETOR PUBLICO,0.865
914,2015,CSA262,COMUNICACAO ORGANIZACIONAL,0.725
915,2015,CSA324,CIDADANIA E DIREITO SOCIAL,0.7350000000000001
916,2015,CSA333,ACUMULACAO CAPITALISTA E QUESTAO SOCIAL,0.73
917,2015,CSA334,CLASSES E MOVIMENTOS SOCIAIS,0.6799999999999999
918,2015,CSA340,POLITICA SOCIAL NA ORDEM DO CAPITAL,0.75
919,2015,CSA476,MERCADO DE CAPITAIS,0.77
920,2015,CSA601,TEORIA POLITICA,0.7649999999999999
921,2015,FIL126,FILOSOFIA,0.855
922,2015,FIL612,INTRODUCAO A HISTORIA DA FILOSOFIA,0.68
923,2015,FIL613,LOGICA I,0.11
924,2015,FIL622,TEORIA DO CONHECIMENTO,0.29
925,2015,FIL643,FILOSOFIA DAS CIENCIAS: SECULO XX,0.87
926,2015,FIL652,ETICA,0.52
927,2015,FIL662,FILOSOFIA DA ARTE,0.48
928,2015,FIS130,FISICA I,0.48071428571428576
929,2015,FIS131,FISICA II,0.5446153846153845
930,2015,FIS132,FISICA III,0.4473333333333333
931,2015,FIS133,FISICA IV,0.7854545454545455
932,2015,FIS214,MECANICA RACIONAL,0.6263636363636363
933,2015,FIS215,MECANICA DO CONTINUO,0.84
934,2015,FIS516,MECANICA QUANTICA I,0.4
935,2015,FIS629,MECANICA QUANTICA II,1.0
936,2015,FIS831,TEORIA DA RELATIVIDADE,1.0
937,2015,HIS130,HISTORIA CONTEMPORANEA,0.39
938,2015,HIS429,TEORIA POLITICA,0.72
939,2015,HIS836,SEMINARIO EM HISTORIA  DA ARTE III,0.48
940,2015,LET771,INTRODUCAO AOS ESTUDOS LITERARIOS,0.765
941,2015,LET772,LITERATURA BRASILEIRA I,0.5
942,2015,LET871,LITERATURA PORTUGUESA I,0.655
943,2015,LET873,LITERATURA BRASILEIRA II,0.675
944,2015,LET874,LITERATURA PORTUGUESA II,0.595
945,2015,LET876,LITERATURAS AFRICANAS DE LINGUA PORTUGUESA,0.665
946,2015,LET966,INTRODUCAO A LIBRAS,0.7621428571428572
947,2015,MTM700,CALCULO DIFERENCIAL E INTEGRAL A,0.41714285714285715
948,2015,MTM702,CALCULO DIFERENCIAL E INTEGRAL B,0.44
949,2015,MTM703,CALCULO DIFERENCIAL E INTEGRAL C,0.5075
950,2015,MTM730,GEOMETRIA ANALITICA E ALGEBRA LINEAR,0.6239999999999999
951,2015,MUL120,PATRIMONIO CULTURAL,0.73
952,2015,MUL122,PRESERVACAO E GESTAO DO PATRIMONIO CULTURAL,0.82
953,2015,MUS143,MUSICA BRASILEIRA I,0.81
954,2015,MUS408,TOPICOS EM HISTORIA DA ARTE E APRECIACAO ARTISTICA,0.4
955,2015,MUS420,TOPICOS EM MUSICA BRASILEIRA,
956,2015,MUS473,TOPICOS EM HISTORIA DA MUSICA E APRECIACAO MUSICAL,0.44999999999999996
957,2015,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,0.87
958,2015,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0.815
959,2015,PRO226,MACROECONOMIA,0.575
960,2015,PRO227,MICROECONOMIA,0.41
961,2015,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,0.585
962,2015,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,0.655
963,2015,PRO310,ENGENHARIA ECONOMICA II,0.33
964,2015,PRO330,GOVERNANCA CORPORATIVA,1.0
