"ano";"semestre";"campus";"unidade_academica";"curso";"habilitacao";"formato";"diplomados"
2000;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";12
2000;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";2
2000;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";3
2000;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";1
2000;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";12
2000;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";15
2000;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";31
2000;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";26
2000;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";9
2000;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";58
2000;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";28
2000;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";11
2000;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";4
2000;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";13
2000;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";27
2000;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";4
2000;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";6
2000;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";4
2000;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";24
2000;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";5
2000;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";13
2000;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";7
2000;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";1
2000;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";7
2000;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";33
2000;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";25
2000;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";26
2000;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";31
2000;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";8
2000;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";16
2000;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";13
2000;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";28
2000;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";11
2000;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";12
2001;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";5
2001;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";26
2001;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";1
2001;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";3
2001;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";3
2001;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";33
2001;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";1
2001;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";42
2001;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";6
2001;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";14
2001;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";10
2001;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";9
2001;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";13
2001;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";31
2001;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";1
2001;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";7
2001;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";7
2001;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";5
2001;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";32
2001;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";3
2001;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";30
2001;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";3
2001;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";25
2001;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";10
2001;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";7
2001;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";49
2001;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";33
2001;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";19
2001;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";19
2001;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";13
2001;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";22
2001;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";23
2001;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";15
2001;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"";"PRESENCIAL";3
2001;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";13
2001;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";15
2001;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";2
2002;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";32
2002;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";3
2002;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";16
2002;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";16
2002;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";1
2002;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";4
2002;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";28
2002;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";10
2002;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";69
2002;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";33
2002;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";23
2002;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";13
2002;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";18
2002;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";12
2002;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";31
2002;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";3
2002;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";17
2002;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";9
2002;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS BIOLOGICAS - ITABIRITO-BIT";"";"PRESENCIAL";23
2002;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA - ITABIRITO-MIT";"";"PRESENCIAL";25
2002;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";3
2002;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";11
2002;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";9
2002;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";14
2002;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";37
2002;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";25
2002;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";2
2002;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";2
2002;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";18
2002;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";2
2002;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";9
2002;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";44
2002;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";41
2002;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";16
2002;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";18
2002;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";15
2002;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";18
2002;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";7
2002;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";7
2002;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";36
2002;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";26
2002;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";3
2002;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";8
2002;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";9
2002;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA - ITABIRITO-MIT";"";"PRESENCIAL";1
2002;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";20
2002;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";14
2002;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";17
2002;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";10
2002;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";13
2002;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";9
2003;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";53
2003;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";17
2003;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";5
2003;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";4
2003;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";9
2003;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";23
2003;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";43
2003;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";15
2003;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";59
2003;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";41
2003;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";21
2003;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";12
2003;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";8
2003;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";10
2003;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";9
2003;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";47
2003;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";3
2003;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";22
2003;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";13
2003;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";1
2003;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS BIOLOGICAS - ITABIRITO-BIT";"";"PRESENCIAL";1
2003;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"BACHARELADO";"PRESENCIAL";2
2003;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";5
2003;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";1
2003;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";6
2003;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";8
2003;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";1
2003;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";31
2003;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";21
2003;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";6
2003;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";22
2003;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";2
2003;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";2
2003;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";2
2003;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";3
2003;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";14
2003;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";53
2003;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";33
2003;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";24
2003;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";15
2003;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";37
2003;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";9
2003;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";17
2003;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";33
2003;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";24
2003;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";14
2003;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";7
2003;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";6
2003;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS NATUREZA MATEMATICA (ITAB.)-CIT";"";"PRESENCIAL";37
2003;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";23
2003;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";17
2003;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";19
2003;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";9
2003;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";9
2003;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";5
2004;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";8
2004;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";12
2004;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";3
2004;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";29
2004;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";12
2004;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";4
2004;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";5
2004;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";37
